epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.004511220846325159,0.03689846023917198,0.002866171533241868,0.005763072986155748,0.03854856267571449,0.0036833803169429302
1,0.004362697713077068,0.03671371564269066,0.002844784874469042,0.004860286135226488,0.03911934420466423,0.0033883617725223303
2,0.004313519690185785,0.03658149391412735,0.002826701384037733,0.004993197973817587,0.03738219290971756,0.0033756440971046686
3,0.004250203724950552,0.03636855632066727,0.0028047533705830574,0.005892208777368069,0.052032988518476486,0.004538576118648052
4,0.004201653879135847,0.03619638830423355,0.0027826817240566015,0.004090444650501013,0.0330267995595932,0.002687186701223254
5,0.004158227704465389,0.036032784730196,0.002763834549114108,0.003935290966182947,0.031600628048181534,0.0026597646065056324
6,0.004103561397641897,0.035867322236299515,0.0027477911207824945,0.003921599593013525,0.035461533814668655,0.002700274344533682
7,0.004057326819747686,0.035697322338819504,0.0027265946846455336,0.004214374348521233,0.03343890607357025,0.0027100518345832825
8,0.004016243387013674,0.035591594874858856,0.0027151773683726788,0.004104297142475843,0.034641943871974945,0.0027844018768519163
9,0.003961331211030483,0.03535890579223633,0.0026874085888266563,0.003965592011809349,0.0349339134991169,0.002780752722173929
10,0.0039246417582035065,0.03525928035378456,0.0026763873174786568,0.005158040206879377,0.04161863029003143,0.0036411520559340715
11,0.0038821864873170853,0.03507816046476364,0.0026583822909742594,0.004447596147656441,0.03840094059705734,0.0032092237379401922
12,0.003832003567367792,0.03490959852933884,0.002637972589582205,0.004067740403115749,0.03366057202219963,0.0028583896346390247
13,0.0038037137128412724,0.0348660834133625,0.00263204681687057,0.0038123130798339844,0.03426959365606308,0.0026970915496349335
14,0.003760698949918151,0.03466225787997246,0.0026115423534065485,0.004254636354744434,0.040138520300388336,0.0030902577564120293
15,0.0037119898479431868,0.03446119651198387,0.002588847652077675,0.003850007662549615,0.03241056203842163,0.0027519825380295515
16,0.003679349087178707,0.03433869779109955,0.0025745248422026634,0.0069681075401604176,0.05901659280061722,0.005759998224675655
17,0.0036444540601223707,0.0341934897005558,0.002560680266469717,0.0046388572081923485,0.0398905873298645,0.003582123899832368
18,0.0036042630672454834,0.03407681733369827,0.002545056864619255,0.00366929336450994,0.0321817621588707,0.002661430276930332
19,0.003568483516573906,0.03393392264842987,0.002530378755182028,0.00451750960201025,0.03761284053325653,0.0034182381350547075
20,0.00353258871473372,0.03376800939440727,0.0025140654761344194,0.004169722553342581,0.040585100650787354,0.003260175697505474
21,0.003501100931316614,0.0336415097117424,0.0025023692287504673,0.0038744849152863026,0.03505396470427513,0.0029169281478971243
22,0.003476395970210433,0.03360796347260475,0.0024965631309896708,0.0037603199016302824,0.03567437455058098,0.002788781188428402
23,0.0034432143438607454,0.03346613049507141,0.0024802598636597395,0.004060643725097179,0.03494545817375183,0.0031784435268491507
24,0.0034066899679601192,0.033258549869060516,0.0024602236226201057,0.0035172696225345135,0.03121163323521614,0.0026325539220124483
25,0.0033792105969041586,0.03313774615526199,0.002448480576276779,0.0035876831971108913,0.032061029225587845,0.0027220547199249268
26,0.00334409368224442,0.03301718831062317,0.002434346592053771,0.004655151162296534,0.04176890850067139,0.0034138222690671682
27,0.0033294428139925003,0.0329727903008461,0.002429814077913761,0.0035110809840261936,0.03266122192144394,0.0026007448323071003
28,0.003293053014203906,0.032820940017700195,0.0024138635490089655,0.005364421289414167,0.055561672896146774,0.004489202052354813
29,0.003269335487857461,0.032747238874435425,0.0024047105107456446,0.0033180026803165674,0.030857790261507034,0.002463960088789463
30,0.003237068187445402,0.032624293118715286,0.002391224494203925,0.003669528290629387,0.033808957785367966,0.002794393338263035
31,0.0032071941532194614,0.03247292712330818,0.0023778278846293688,0.0033181614708155394,0.03010229766368866,0.0025500983465462923
32,0.003182892920449376,0.03233981132507324,0.002366049913689494,0.0033308216370642185,0.03178007900714874,0.002585394075140357
33,0.003157953033223748,0.03222714364528656,0.0023538321256637573,0.004416602663695812,0.04384465143084526,0.0036533272359520197
34,0.0031384574249386787,0.03215314820408821,0.002345559187233448,0.0058723497204482555,0.057055819779634476,0.005134664010256529
35,0.003111407160758972,0.03204035758972168,0.00233447109349072,0.0034192202147096395,0.03234906122088432,0.0026717819273471832
36,0.0030938254203647375,0.03198382630944252,0.0023288633674383163,0.0046484218910336494,0.044112998992204666,0.003862786805257201
37,0.00306307733990252,0.031832966953516006,0.0023129205219447613,0.0037345699965953827,0.03303780034184456,0.00296186120249331
