epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.0969434380531311,0.05457441508769989,0.006227095145732164,0.08095560222864151,0.03650898113846779,0.0029921585228294134
1,0.07123963534832001,0.0389750599861145,0.0032151585910469294,0.06177365407347679,0.0335824191570282,0.0027722581289708614
2,0.0545995719730854,0.03535911440849304,0.0027787117287516594,0.047945015132427216,0.0322209857404232,0.0026820122729986906
3,0.042556021362543106,0.03348235413432121,0.002570880576968193,0.037782613188028336,0.03151111304759979,0.002631471026688814
4,0.033694393932819366,0.03229968994855881,0.00244569918140769,0.03027782216668129,0.031542014330625534,0.002615794539451599
5,0.027109699323773384,0.03150612860918045,0.002368902787566185,0.024619825184345245,0.031175661832094193,0.002574483398348093
6,0.022141553461551666,0.030883466824889183,0.0023056240752339363,0.020351994782686234,0.03117309883236885,0.0025593170430511236
7,0.018364861607551575,0.03043478913605213,0.0022573249880224466,0.017079761251807213,0.030988220125436783,0.0025345664471387863
8,0.015474610961973667,0.030120855197310448,0.002226132433861494,0.014597329311072826,0.03136010468006134,0.002554577309638262
9,0.013235874474048615,0.029878361150622368,0.0022014614660292864,0.01264053676277399,0.031378183513879776,0.0025472240522503853
10,0.01148685347288847,0.02969205752015114,0.0021826678421348333,0.011094549670815468,0.031139934435486794,0.0025298481341451406
11,0.010110154747962952,0.02956274524331093,0.002169555751606822,0.009902721270918846,0.0313965380191803,0.002547222189605236
12,0.009013224393129349,0.029427604749798775,0.0021564788185060024,0.008949239738285542,0.031649406999349594,0.0025607033167034388
13,0.00813362468034029,0.029341451823711395,0.0021457569673657417,0.008173968642950058,0.03175649046897888,0.00256443046964705
14,0.007423721719533205,0.029268989339470863,0.002137935720384121,0.007529036607593298,0.031580813229084015,0.0025515484157949686
15,0.0068492884747684,0.0292256698012352,0.002135654678568244,0.007062447257339954,0.032257646322250366,0.002598557388409972
16,0.006372755393385887,0.029146892949938774,0.0021271819714456797,0.006632222793996334,0.032158516347408295,0.002592962933704257
17,0.005981380119919777,0.02909693866968155,0.0021225293166935444,0.006270537152886391,0.032104648649692535,0.002584763802587986
18,0.0056565143167972565,0.029087450355291367,0.002119898097589612,0.005985316354781389,0.032121505588293076,0.002591207390651107
19,0.00538421468809247,0.029039252549409866,0.00211621867492795,0.005746536888182163,0.03226948156952858,0.0025990530848503113
20,0.005159619729965925,0.0290323905646801,0.002118082018569112,0.005532692652195692,0.03213079273700714,0.0025925033260136843
21,0.004964975640177727,0.02901865914463997,0.002114890841767192,0.0053655290976166725,0.03227541223168373,0.00260185357183218
22,0.0048013185150921345,0.02901819534599781,0.0021141974721103907,0.005239895079284906,0.03263227641582489,0.0026259960141032934
23,0.004660782869905233,0.028995584696531296,0.002112438902258873,0.005097902845591307,0.03240969404578209,0.002612887881696224
24,0.004542424809187651,0.028985146433115005,0.002113630995154381,0.004989934619516134,0.03248132765293121,0.0026162583380937576
25,0.004435920622199774,0.028965715318918228,0.002110419562086463,0.0049093058332800865,0.03267671912908554,0.00263107568025589
26,0.004344259854406118,0.02895626612007618,0.0021083210594952106,0.004815107211470604,0.03250274062156677,0.0026205882895737886
27,0.004266256466507912,0.028949396684765816,0.002108638407662511,0.004753679968416691,0.03263317421078682,0.0026314861606806517
28,0.004199841991066933,0.028957832604646683,0.002110430272296071,0.004687350708991289,0.03258534520864487,0.0026293201372027397
29,0.0041392105631530285,0.02893977053463459,0.002109808847308159,0.004637940786778927,0.032684292644262314,0.00263630086556077
30,0.004082782194018364,0.02892858162522316,0.002106698229908943,0.004576349630951881,0.032500579953193665,0.0026249075308442116
31,0.004035562742501497,0.028925929218530655,0.002106467494741082,0.004554277285933495,0.032806918025016785,0.002646569162607193
32,0.003991305828094482,0.0289043840020895,0.0021038148552179337,0.004506967030465603,0.03269972652196884,0.0026392044965177774
33,0.003956259228289127,0.028915993869304657,0.002106176922097802,0.0044531505554914474,0.0323895700275898,0.0026207389310002327
34,0.003920450806617737,0.02889065258204937,0.0021036958787590265,0.004433256573975086,0.03258819133043289,0.0026327765081077814
35,0.0038884186651557684,0.028895631432533264,0.0021020013373345137,0.0044189211912453175,0.03276889771223068,0.0026464180555194616
36,0.0038641400169581175,0.028889359906315804,0.0021045685280114412,0.004386464133858681,0.032672442495822906,0.002639929996803403
37,0.003839055774733424,0.02888457104563713,0.0021039964631199837,0.004367025103420019,0.03267661854624748,0.002643011510372162
38,0.003816916374489665,0.028880257159471512,0.0021037147380411625,0.004344698041677475,0.0326545313000679,0.002641869941726327
39,0.0037971511483192444,0.02887588180601597,0.0021045960020273924,0.004328854847699404,0.032669346779584885,0.002646469743922353
40,0.003772531636059284,0.028847789391875267,0.002100215991958976,0.004304157104343176,0.03261944279074669,0.0026416457258164883
41,0.0037550863344222307,0.028863660991191864,0.002100957091897726,0.004274260252714157,0.03245970234274864,0.0026290130335837603
42,0.0037393190432339907,0.028860587626695633,0.0021012723445892334,0.004279471468180418,0.03273453190922737,0.0026485342532396317
43,0.0037249645683914423,0.02884128876030445,0.002101022284477949,0.004259017296135426,0.03261025995016098,0.00264160824008286
44,0.0037107346579432487,0.02883993089199066,0.002099773846566677,0.004251235164701939,0.03271972015500069,0.002646905602887273
45,0.003696712199598551,0.028825117275118828,0.0020978853572160006,0.004235929809510708,0.032627955079078674,0.0026428441051393747
46,0.00368287181481719,0.028805628418922424,0.0020950131583958864,0.004225989803671837,0.032609615474939346,0.002643194980919361
47,0.0036780359223484993,0.028836727142333984,0.0021002355497330427,0.004208771046251059,0.03250560909509659,0.002636093646287918
48,0.0036663024220615625,0.028824442997574806,0.00209811725653708,0.004212806932628155,0.03271954506635666,0.002649370115250349
49,0.0036578092258423567,0.028835929930210114,0.00209845881909132,0.004197709262371063,0.03260108083486557,0.002642761915922165
50,0.0036486017052084208,0.028816597536206245,0.002097770571708679,0.004185972735285759,0.032554980367422104,0.00263927411288023
