epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.052428483963012695,0.1945565640926361,0.052428483963012695,0.0434127002954483,0.1710466593503952,0.0434127002954483
1,0.05158255249261856,0.1936039924621582,0.05158255249261856,0.04310944303870201,0.17031872272491455,0.04310944303870201
2,0.051577065140008926,0.19358430802822113,0.051577065140008926,0.04288376867771149,0.16976231336593628,0.04288376867771149
3,0.05156193673610687,0.1934925615787506,0.05156193673610687,0.04254515469074249,0.168937548995018,0.04254515469074249
4,0.04969032108783722,0.18860334157943726,0.04969032108783722,0.05846705660223961,0.1828707903623581,0.05846705660223961
5,0.0037533158902078867,0.03637548163533211,0.0037533158902078867,0.005078477784991264,0.04122499004006386,0.005078477784991264
6,0.002103290520608425,0.027869848534464836,0.002103290520608425,0.004765496589243412,0.0404241643846035,0.004765496589243412
7,0.001974699320271611,0.027161581441760063,0.001974699320271611,0.004503306467086077,0.03960181772708893,0.004503306467086077
8,0.001895322697237134,0.026723789051175117,0.001895322697237134,0.0043487828224897385,0.0392240434885025,0.0043487828224897385
9,0.0018448418704792857,0.026453936472535133,0.0018448418704792857,0.004263501614332199,0.039133328944444656,0.004263501614332199
10,0.0018117378931492567,0.02628490887582302,0.0018117378931492567,0.004072341602295637,0.03839690238237381,0.004072341602295637
11,0.0017896292265504599,0.026179039850831032,0.0017896292265504599,0.004052276257425547,0.038504708558321,0.004052276257425547
12,0.0017745066434144974,0.026111101731657982,0.0017745066434144974,0.003997329622507095,0.038476213812828064,0.003997329622507095
13,0.0017637844430282712,0.026067227125167847,0.0017637844430282712,0.003987162373960018,0.0386122390627861,0.003987162373960018
14,0.0017561037093400955,0.02603777125477791,0.0017561037093400955,0.003970593214035034,0.038577474653720856,0.003970593214035034
15,0.0017504951683804393,0.026021156460046768,0.0017504951683804393,0.0038634384982287884,0.038120612502098083,0.0038634384982287884
16,0.0017463518306612968,0.026009060442447662,0.0017463518306612968,0.003875171998515725,0.0382513552904129,0.003875171998515725
17,0.001743206987157464,0.0260004960000515,0.001743206987157464,0.0038299751468002796,0.03804662823677063,0.0038299751468002796
18,0.0017407891573384404,0.025995023548603058,0.0017407891573384404,0.003848486812785268,0.03827209770679474,0.003848486812785268
19,0.0017388612031936646,0.025991573929786682,0.0017388612031936646,0.003794846124947071,0.03803906589746475,0.003794846124947071
20,0.001737403217703104,0.025987906381487846,0.001737403217703104,0.0037569901905953884,0.03784461319446564,0.0037569901905953884
21,0.001736098900437355,0.025988169014453888,0.001736098900437355,0.003790028393268585,0.038159847259521484,0.003790028393268585
22,0.0017352027352899313,0.025988072156906128,0.0017352027352899313,0.00373753160238266,0.03786130249500275,0.00373753160238266
23,0.0017343317158520222,0.025983551517128944,0.0017343317158520222,0.0037556143943220377,0.038020920008420944,0.0037556143943220377
24,0.0017337191384285688,0.025986580178141594,0.0017337191384285688,0.003735704580321908,0.037897009402513504,0.003735704580321908
25,0.0017332128481939435,0.025984464213252068,0.0017332128481939435,0.0037658456712961197,0.038099974393844604,0.0037658456712961197
26,0.0017327297246083617,0.025985755026340485,0.0017327297246083617,0.0037565981037914753,0.038072966039180756,0.0037565981037914753
27,0.0017324029467999935,0.025985833257436752,0.0017324029467999935,0.003724276088178158,0.03788473829627037,0.003724276088178158
28,0.0017320073675364256,0.025986259803175926,0.0017320073675364256,0.003722036723047495,0.037895262241363525,0.003722036723047495
29,0.0017317971214652061,0.025985227897763252,0.0017317971214652061,0.003726534079760313,0.03795212507247925,0.003726534079760313
30,0.0017314936267212033,0.025986075401306152,0.0017314936267212033,0.0037106117233633995,0.03783806413412094,0.0037106117233633995
31,0.0017312249401584268,0.02598665840923786,0.0017312249401584268,0.003719876753166318,0.037886522710323334,0.003719876753166318
32,0.0017310973489657044,0.025986062362790108,0.0017310973489657044,0.0037071893457323313,0.037812571972608566,0.0037071893457323313
33,0.0017308727838099003,0.02598654106259346,0.0017308727838099003,0.003690508659929037,0.03779327869415283,0.003690508659929037
34,0.001730729010887444,0.02598555199801922,0.001730729010887444,0.0037209372967481613,0.037956513464450836,0.0037209372967481613
35,0.0017306262161582708,0.02598651312291622,0.0017306262161582708,0.003699647029861808,0.037800054997205734,0.003699647029861808
36,0.0017304972279816866,0.025986645370721817,0.0017304972279816866,0.0037225668784230947,0.03797191381454468,0.0037225668784230947
37,0.0017303735949099064,0.02598835900425911,0.0017303735949099064,0.0036980968434363604,0.037812404334545135,0.0036980968434363604
38,0.0017303132917732,0.025987328961491585,0.0017303132917732,0.003724191337823868,0.037993256002664566,0.003724191337823868
39,0.001730184769257903,0.025987889617681503,0.001730184769257903,0.003694916144013405,0.03779828920960426,0.003694916144013405
40,0.0017300787148997188,0.025986259803175926,0.0017300787148997188,0.00373750738799572,0.038086727261543274,0.00373750738799572
41,0.0017300087492913008,0.025989031419157982,0.0017300087492913008,0.003699769964441657,0.037871941924095154,0.003699769964441657
