epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.001677505555562675,0.024490442126989365,0.001677505555562675,0.0023736420553177595,0.02949513867497444,0.0023736420553177595
1,0.001439595129340887,0.023010319098830223,0.001439595129340887,0.0024298285134136677,0.031407926231622696,0.0024298285134136677
2,0.0013943950179964304,0.022723043337464333,0.0013943950179964304,0.0020362348295748234,0.027091307565569878,0.0020362348295748234
3,0.0013809931697323918,0.022635646164417267,0.0013809931697323918,0.002485784934833646,0.03104587271809578,0.002485784934833646
4,0.0013692419743165374,0.022560834884643555,0.0013692419743165374,0.002110911998897791,0.028022127225995064,0.002110911998897791
5,0.0013628059532493353,0.022519536316394806,0.0013628059532493353,0.002203593496233225,0.029223114252090454,0.002203593496233225
6,0.0013571506133303046,0.022485224530100822,0.0013571506133303046,0.0021628960967063904,0.02865636721253395,0.0021628960967063904
7,0.0013526302063837647,0.02244776114821434,0.0013526302063837647,0.0020963039714843035,0.027931956574320793,0.0020963039714843035
8,0.0013486664975062013,0.02240885980427265,0.0013486664975062013,0.0021117909345775843,0.028509128838777542,0.0021117909345775843
9,0.001344475895166397,0.022367209196090698,0.001344475895166397,0.002280437620356679,0.031029650941491127,0.002280437620356679
10,0.001341109862551093,0.022335711866617203,0.001341109862551093,0.002210009843111038,0.028683295473456383,0.002210009843111038
